City_ID,City,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Country,Description
493,Praya,14.9215,-23.5087,68.0,68.0,64,20,13.8,CV,haze
494,Bay-Khaak,51.1667,94.5,31.59,31.59,76,48,3.18,RU,scattered clouds
495,Kloulklubed,7.0419,134.2556,86.0,86.0,70,75,9.22,PW,broken clouds
496,Solnechnyy,50.7214,136.6319,39.72,39.72,79,4,7.49,RU,clear sky
497,Frederico Westphalen,-27.3592,-53.3944,56.52,56.52,85,0,2.82,BR,clear sky
498,Pozo Colorado,-23.4923,-58.7972,76.78,76.78,46,11,5.39,PY,few clouds
499,Bani,18.2833,-70.3333,71.01,71.01,87,1,1.99,DO,clear sky
500,Sumbe,-11.2061,13.8437,77.2,77.2,89,100,1.74,AO,overcast clouds
501,Padang,-0.9492,100.3543,86.0,86.0,70,20,5.75,ID,few clouds
502,Portland,45.5234,-122.6762,48.99,43.0,57,1,1.28,US,clear sky
503,Bardiyah,31.7561,25.0865,53.35,53.35,73,11,5.86,LY,few clouds
504,Hohhot,40.8106,111.6522,53.6,53.6,35,0,4.47,CN,clear sky
505,Mapiripan,2.8892,-72.1256,74.55,74.55,80,90,3.2,CO,overcast clouds
506,Kyshtovka,56.555,76.6271,0.21,0.21,91,32,9.42,RU,scattered clouds
507,Moose Jaw,50.4001,-105.5344,32.0,32.0,80,15,3.44,CA,few clouds
508,Inyonga,-6.7167,32.0667,63.5,63.5,88,80,3.29,TZ,broken clouds
509,Buraydah,26.326,43.975,55.4,55.4,62,4,5.75,SA,dust
510,North Bend,43.4065,-124.2243,46.4,41.0,87,1,5.75,US,clear sky
511,Tabuk,17.4189,121.4443,78.96,78.96,76,94,6.49,PH,overcast clouds
512,Along,28.1667,94.7667,86.59,86.59,38,0,2.28,IN,clear sky
513,Kalmunai,7.4167,81.8167,84.18,84.18,72,24,11.03,LK,few clouds
514,Laureles,26.1092,-97.4941,73.0,71.6,88,40,16.11,US,scattered clouds
515,Muros,42.7762,-9.0603,48.99,43.0,88,97,3.0,ES,overcast clouds
516,Rio Brilhante,-21.8019,-54.5464,72.18,72.18,73,64,2.68,BR,broken clouds
517,Hervey Bay,-25.2986,152.8535,75.0,75.0,89,14,5.99,AU,light rain
518,Laguna,38.421,-121.4238,53.6,48.0,40,1,4.61,US,clear sky
519,Buala,-8.145,159.5921,83.12,83.12,74,68,5.99,SB,light rain
520,Ashington,50.9331,-0.3909,46.0,39.99,3,67,1.01,GB,broken clouds
521,Taquaritinga,-21.4061,-48.5047,68.49,68.49,74,38,3.87,BR,scattered clouds
522,Barajevo,44.5789,20.4158,44.01,42.8,100,75,5.75,RS,light rain
523,Nanakuli,21.3906,-158.1547,75.0,68.0,94,90,10.36,US,moderate rain
524,Ust-Kulom,61.6864,53.6902,7.75,7.75,90,7,7.72,RU,clear sky
525,Moranbah,-22.0016,148.0466,92.17,92.17,36,6,10.67,AU,clear sky
526,Ilulissat,69.2167,-51.1,6.8,6.8,66,47,3.44,GL,scattered clouds
527,Yumen,40.2833,97.2,57.36,57.36,17,93,32.68,CN,overcast clouds
528,San Cristobal,7.7669,-72.225,65.12,65.12,89,45,2.17,VE,scattered clouds
529,Sur,22.5667,59.5289,90.37,90.37,24,4,15.88,OM,clear sky
530,Dunedin,-45.8742,170.5036,64.0,61.0,70,0,8.01,NZ,clear sky
531,Sandwick,60.0,-1.25,41.0,41.0,81,75,23.02,GB,broken clouds
532,Nelson,-41.2833,173.2833,66.99,66.99,46,0,5.01,NZ,clear sky
533,Alice Springs,-23.7,133.8833,73.4,73.4,88,75,5.75,AU,light rain
534,Acajutla,13.5928,-89.8275,80.15,80.15,67,48,3.65,SV,scattered clouds
535,Deputatskiy,69.3,139.9,-12.01,-12.01,83,12,1.39,RU,few clouds
536,Kuantan,3.8077,103.326,82.4,82.0,83,20,6.91,MY,few clouds
537,Japura,-0.3167,102.35,91.62,91.62,51,85,3.09,ID,overcast clouds
538,Camana,-16.6228,-72.7111,72.43,72.43,87,1,7.78,PE,clear sky
539,Victoria,22.2855,114.1577,75.2,64.0,57,20,14.97,HK,few clouds
540,Tekeli,44.83,78.8239,38.12,38.12,96,99,1.81,KZ,overcast clouds
541,Sorland,67.667,12.6934,38.35,38.35,94,97,24.34,NO,overcast clouds
542,Yanliang,34.6592,109.2292,59.0,59.0,72,0,11.18,CN,haze
543,Laranjal Paulista,-23.0497,-47.8367,68.27,68.27,91,12,4.81,BR,few clouds
544,Bon Air,37.5249,-77.5578,57.0,51.8,82,1,3.44,US,clear sky
545,Port-Cartier,50.0334,-66.8654,24.8,23.0,63,98,19.57,CA,overcast clouds
546,Neftekamsk,56.092,54.2703,5.31,5.31,91,10,6.6,RU,clear sky
547,Superior,46.7208,-92.1041,28.0,23.0,46,1,4.61,US,clear sky
548,Churapcha,62.0025,132.4325,12.79,12.79,82,100,3.06,RU,overcast clouds
549,Xiuyan,40.2928,123.2744,49.53,49.53,62,91,4.54,CN,overcast clouds
550,Bluefields,12.0137,-83.7635,74.59,74.59,91,19,8.28,NI,few clouds
551,Zemlyansk,51.9041,38.7334,19.4,19.4,68,90,13.42,RU,snow
552,Newport,51.5877,-2.9984,45.0,39.99,84,52,3.0,GB,broken clouds
553,Arona,28.0996,-16.681,63.0,46.99,67,20,12.66,ES,few clouds
554,Alexandria,31.2156,29.9553,57.2,57.2,58,40,5.75,EG,scattered clouds
555,Marsh Harbour,26.5412,-77.0636,70.59,70.59,71,3,15.14,BS,clear sky
556,Meshchovsk,54.3244,35.2808,21.92,21.92,93,100,16.26,RU,light snow
557,Touros,-5.1989,-35.4608,77.0,77.0,83,40,3.44,BR,scattered clouds
558,Carlos Chagas,-17.7031,-40.7664,65.91,65.91,94,2,2.28,BR,light rain
559,Oxbow,49.2333,-102.1676,30.2,30.2,64,1,5.75,CA,clear sky
560,Fountain,38.6822,-104.7008,34.0,27.0,100,90,3.44,US,mist
561,Conceicao Do Araguaia,-8.2578,-49.2647,73.78,73.78,90,100,1.88,BR,light rain
562,Innisfail,-17.5333,146.0333,83.41,83.41,70,34,8.63,AU,scattered clouds
563,Mareeba,-17.0,145.4333,91.0,86.0,51,36,12.66,AU,scattered clouds
564,Nicoya,10.1483,-85.452,78.8,78.8,61,0,18.41,CR,clear sky
565,Arlit,18.7369,7.3853,71.73,71.73,14,43,7.76,NE,scattered clouds
566,Tayzhina,53.6679,87.4362,13.21,13.21,93,100,8.21,RU,snow
567,Primorsk,46.7348,36.3443,32.2,32.2,76,96,11.65,UA,overcast clouds
568,Greytown,-29.0642,30.5928,61.92,61.92,94,12,4.05,ZA,few clouds
569,Bandarbeyla,9.4942,50.8122,79.18,79.18,66,4,9.62,SO,clear sky
570,Tsagan Aman,47.5639,46.7218,25.0,25.0,99,0,10.67,RU,clear sky
571,Flin Flon,54.7682,-101.865,24.22,24.22,92,98,6.29,CA,overcast clouds
572,Kropotkin,45.4375,40.5756,25.0,25.0,48,100,9.62,RU,snow
573,Vao,-22.6667,167.4833,77.45,77.45,74,72,18.34,NC,broken clouds
574,Ormara,25.2088,64.6357,76.46,76.46,59,100,4.29,PK,overcast clouds
575,Inhambane,-23.865,35.3833,78.8,78.01,78,40,10.87,MZ,light rain
576,Taltal,-25.4,-70.4833,63.97,63.97,89,4,0.49,CL,clear sky
577,Leh,34.1667,77.5833,23.16,23.16,63,0,0.63,IN,clear sky
578,Leirvik,59.7798,5.5005,39.2,39.0,87,40,11.5,NO,scattered clouds
579,Rio Cuarto,-33.1307,-64.3499,63.0,60.01,97,0,5.01,AR,clear sky
580,Bluefield,37.2698,-81.2223,48.2,46.0,87,20,3.44,US,few clouds
581,Pokhara,28.2333,83.9833,80.83,80.83,15,100,5.64,NP,overcast clouds
582,Merauke,-8.4667,140.3333,83.44,83.44,76,65,6.85,ID,broken clouds
583,Rio Gallegos,-51.6226,-69.2181,57.2,57.2,47,0,28.77,AR,light rain
584,Saiha,22.4833,92.9667,93.42,93.42,13,0,4.38,IN,clear sky
585,Porec,45.2258,13.5939,48.0,44.6,93,75,8.05,HR,broken clouds
586,Pakxan,18.3778,103.6601,91.0,91.0,45,6,5.37,LA,clear sky
587,Nouadhibou,20.931,-17.0347,68.0,68.0,30,0,12.66,MR,clear sky
588,Sibolga,1.7427,98.7792,86.02,86.02,66,5,5.14,ID,clear sky
589,Weligama,5.9667,80.4167,87.3,87.3,56,17,11.16,LK,few clouds
590,Prado,-17.3411,-39.2208,72.72,72.72,84,3,4.47,BR,clear sky
591,Iroquois Falls,48.7669,-80.6831,-0.4,-0.4,85,20,3.44,CA,few clouds
592,Lar,26.2039,83.9717,88.57,88.57,23,97,11.95,IN,overcast clouds
593,Lhokseumawe,5.1801,97.1507,87.3,87.3,58,17,7.36,ID,few clouds
594,Timbiqui,2.7717,-77.6654,74.07,74.07,89,99,2.75,CO,overcast clouds
595,Kabinda,-6.1333,24.4833,67.98,67.98,92,100,2.24,CD,overcast clouds
596,Belle Fourche,44.6714,-103.8522,37.99,37.0,65,1,11.5,US,clear sky
597,Denpasar,-8.65,115.2167,93.2,93.2,59,40,10.36,ID,scattered clouds
598,Bintulu,3.1667,113.0333,78.8,78.01,89,40,3.44,MY,scattered clouds
599,Kermanshah,34.3142,47.065,39.2,39.2,75,75,4.05,IR,broken clouds
600,Magadan,59.5667,150.8,11.17,11.17,69,0,7.14,RU,clear sky
601,Kimbe,-5.5502,150.1429,84.83,84.83,74,50,6.26,PG,moderate rain
602,Praia Da Vitoria,38.7333,-27.0667,59.0,57.2,94,75,11.14,PT,broken clouds
603,Kulhudhuffushi,6.6221,73.07,83.43,83.43,75,5,12.55,MV,clear sky
604,Esperance,-33.8667,121.9,66.2,66.2,39,78,10.36,AU,broken clouds
605,Orangeburg,33.4918,-80.8557,60.8,59.0,67,1,6.11,US,clear sky
606,Homer,59.6425,-151.5483,15.8,7.0,53,1,8.05,US,clear sky
607,Tazovskiy,67.4667,78.7,0.93,0.93,89,100,22.73,RU,light snow
608,Kasongo-Lunda,-6.4667,16.8167,68.0,68.0,98,100,1.28,CD,light rain
609,Langenburg,49.2544,9.8458,41.0,39.2,81,90,12.66,DE,overcast clouds
610,Lujiang,31.2581,117.2817,55.4,54.0,67,20,4.47,CN,moderate rain
611,Umea,63.8284,20.2597,28.4,26.01,93,75,3.44,SE,light snow
612,Dixon,38.4455,-121.8233,55.4,48.0,43,1,5.32,US,clear sky
613,Shimoda,34.6667,138.95,57.2,57.2,94,75,11.5,JP,broken clouds
614,Husavik,66.0449,-17.3389,28.4,28.4,93,90,19.57,IS,snow
615,Ilo,-17.6394,-71.3375,71.53,71.53,86,29,2.55,PE,scattered clouds
616,Rancho Palos Verdes,33.7445,-118.387,53.01,50.0,86,55,4.0,US,broken clouds
617,Chernyshevskiy,63.0128,112.4714,20.52,20.52,94,100,3.65,RU,snow
618,Khandyga,62.6667,135.6,8.46,8.46,76,70,2.59,RU,broken clouds
619,Semey,50.4111,80.2275,-2.2,-2.2,84,20,24.61,KZ,snow
620,Port Hawkesbury,45.6169,-61.3485,37.99,36.0,52,1,8.05,CA,clear sky
621,Trairi,-3.2778,-39.2689,77.74,77.74,85,95,6.73,BR,overcast clouds
622,Bonga,7.2833,36.2333,67.14,67.14,69,61,1.57,ET,broken clouds
623,Naze,28.3667,129.4833,68.0,68.0,60,75,14.97,JP,broken clouds
624,Rudersberg,48.8852,9.5293,46.0,44.01,76,100,1.01,DE,overcast clouds
625,Mzimba,-11.9,33.6,65.34,65.34,95,99,6.06,MW,overcast clouds
626,Launceston,-41.45,147.1667,63.0,60.8,94,90,16.11,AU,light rain
627,Eenhana,-17.4667,16.3333,66.24,66.24,71,23,5.59,NA,few clouds
628,Aquiraz,-3.9014,-38.3911,82.4,82.0,74,75,8.05,BR,broken clouds
629,Teknaf,20.8624,92.3058,88.52,88.52,42,3,9.98,BD,clear sky
630,Galesong,-5.3166,119.3661,86.0,86.0,70,40,5.75,ID,scattered clouds
631,Hinundayan,10.3523,125.2506,83.88,83.88,73,96,1.7,PH,overcast clouds
632,Aksu,41.1231,80.2644,58.96,58.96,23,60,2.73,CN,broken clouds
633,Batagay,67.6333,134.6333,-7.28,-7.28,83,20,4.81,RU,few clouds
634,Hirara,24.8,125.2833,69.8,68.0,60,75,13.8,JP,broken clouds
635,Yerbogachen,61.2767,108.0108,18.95,18.95,86,100,18.12,RU,light snow
636,Vincennes,48.85,2.4333,48.99,48.0,81,90,21.85,FR,overcast clouds
637,Berdigestyakh,62.0989,126.6992,12.65,12.65,92,99,5.21,RU,overcast clouds
638,Arequipa,-16.3989,-71.535,56.71,56.71,87,88,2.64,PE,overcast clouds
639,Biankouma,7.7391,-7.6138,69.98,69.98,93,87,1.97,CI,overcast clouds
640,Darhan,49.4867,105.9228,51.53,51.53,27,79,15.01,MN,broken clouds
641,Presidencia Roque Saenz Pena,-26.7852,-60.4388,75.99,75.99,47,97,4.0,AR,overcast clouds
642,Juchipila,21.4167,-103.1167,68.72,68.72,25,0,5.01,MX,clear sky
643,Dryden,49.7833,-92.7503,24.8,24.8,50,75,11.5,CA,broken clouds
644,Belmonte,-15.8631,-38.8828,69.8,69.8,83,0,2.3,BR,clear sky
645,Revelstoke,50.9832,-118.2023,32.0,32.0,80,20,2.26,CA,few clouds
646,Katobu,-4.9408,122.5276,88.18,88.18,57,45,5.12,ID,scattered clouds
647,Canton,23.1167,113.25,75.2,73.99,64,75,6.71,CN,broken clouds
648,Gat,31.61,34.7642,52.0,46.99,100,24,1.99,IL,few clouds
649,Aykhal,66.0,111.5,9.03,9.03,91,100,10.09,RU,overcast clouds
650,Saint-Joseph,-21.3667,55.6167,82.4,73.0,69,75,19.57,RE,light rain
651,Gizo,-8.103,156.8419,84.49,84.49,64,92,3.53,SB,overcast clouds
652,Payo,-3.7508,103.6372,87.48,87.48,60,96,4.9,ID,overcast clouds
653,Marawi,7.9986,124.2928,81.0,81.0,85,9,4.0,PH,clear sky
654,Banda Aceh,5.5577,95.3222,87.04,87.04,61,40,7.45,ID,scattered clouds
655,Mogadishu,2.0371,45.3438,78.8,78.8,73,75,6.91,SO,broken clouds
656,Montego Bay,18.4712,-77.9188,77.0,77.0,78,75,6.91,JM,broken clouds
657,Riyadh,24.6877,46.7219,68.0,60.8,21,1,14.97,SA,dust
658,Xining,36.6167,101.7667,56.25,56.25,14,0,2.86,CN,clear sky
659,Caconda,-13.7333,15.0667,59.32,59.32,84,65,1.7,AO,broken clouds
660,Zvishavane,-20.3267,30.0665,65.21,65.21,91,26,4.47,ZW,scattered clouds
661,Mahibadhoo,3.7833,72.9667,83.73,83.73,71,57,12.24,MV,broken clouds
662,Shache,38.4167,77.2406,58.51,58.51,21,79,2.48,CN,broken clouds
663,Pitimbu,-7.4706,-34.8086,77.0,77.0,88,20,3.44,BR,few clouds
664,Khani,41.9563,42.9566,33.8,33.8,93,75,9.22,GE,broken clouds
665,Mayahi,13.9553,7.6712,71.89,71.89,15,0,6.44,NE,clear sky
666,Kautokeino,69.0125,23.0412,14.38,14.38,94,96,10.54,NO,light snow
667,Tashla,51.7716,52.7427,2.73,2.73,92,0,3.02,RU,clear sky
668,Komsomolskiy,40.4272,71.7189,48.2,48.2,76,100,4.61,UZ,mist
669,Outlook,51.5001,-107.0513,28.4,23.0,93,29,4.61,CA,scattered clouds
670,Ekimchan,53.0667,132.9667,29.57,29.57,95,100,11.12,RU,snow
671,Sabya,17.1495,42.6254,77.0,77.0,73,3,3.44,SA,clear sky
672,Strezhevoy,60.7333,77.5889,1.4,1.4,66,0,13.42,RU,clear sky
673,Nzerekore,7.7562,-8.8179,71.98,71.98,95,99,2.1,GN,overcast clouds
674,Goderich,43.7501,-81.7165,26.6,26.6,63,41,19.57,CA,scattered clouds
675,Port Blair,11.6667,92.75,86.68,86.68,60,0,11.86,IN,clear sky
676,Sept-Iles,50.2001,-66.3821,24.8,23.0,63,99,19.57,CA,overcast clouds
677,Yenangyaung,20.4667,94.8833,96.58,96.58,14,6,5.53,MM,clear sky
678,Glenluce,54.8798,-4.8084,37.99,37.99,95,100,4.0,GB,moderate rain
679,Kenora,49.8167,-94.4337,26.6,26.01,63,1,14.97,CA,clear sky
680,Bagua Grande,-5.7561,-78.4411,74.03,74.03,85,100,1.68,PE,light rain
681,Ulaangom,49.9811,92.0667,25.81,25.81,79,73,0.78,MN,broken clouds
682,Luwuk,-0.9516,122.7875,85.55,85.55,71,96,3.15,ID,overcast clouds
683,Kavieng,-2.5744,150.7967,84.25,84.25,61,52,5.57,PG,broken clouds
684,Ulverstone,-41.15,146.1667,62.01,59.0,74,100,11.99,AU,moderate rain
685,Buchanan,5.8808,-10.0467,75.2,75.2,94,40,6.93,LR,light rain
686,Suhbaatar,50.2314,106.2078,41.36,41.36,53,100,6.64,MN,overcast clouds
687,Chiheru De Jos,46.6833,24.8833,34.0,33.8,93,90,2.3,RO,light rain
688,Baghdad,33.3406,44.4009,46.4,46.4,49,0,6.91,IQ,clear sky
689,Steubenville,40.3698,-80.634,48.2,37.99,34,1,10.36,US,clear sky
690,Kortkeros,61.8106,51.5806,5.0,5.0,66,0,13.42,RU,clear sky
691,Campeche,19.0,-90.5,75.02,75.02,77,66,5.06,MX,broken clouds
692,Douglas,41.3,-96.167,42.01,37.99,60,1,5.28,US,clear sky
693,Ocher,57.8904,54.7202,6.58,6.58,86,21,9.53,RU,few clouds
694,Bairiki,1.3292,172.9752,86.0,86.0,70,20,6.91,KI,few clouds
695,Lakes Entrance,-37.8811,147.981,87.01,87.01,35,100,11.01,AU,overcast clouds
696,Novikovo,51.1537,37.8879,23.16,23.16,73,100,17.09,RU,snow
697,Hutang,31.5333,119.4833,54.0,54.0,60,96,5.01,CN,light rain
698,Moussoro,13.6408,16.4901,78.76,78.76,7,64,12.1,TD,broken clouds
699,Aripuana,-9.1667,-60.6333,71.37,71.37,97,93,1.34,BR,overcast clouds
700,Srednekolymsk,67.45,153.6833,-5.46,-5.46,93,100,7.58,RU,overcast clouds
701,Imeni Babushkina,59.7573,43.1285,15.91,15.91,89,100,13.56,RU,snow
702,Bulgan,48.8125,103.5347,48.67,48.67,24,18,5.03,MN,few clouds
703,Caceres,39.522,-6.3748,42.01,42.01,77,33,3.06,ES,scattered clouds
704,Tignere,7.3667,12.65,65.03,65.03,85,69,3.83,CM,broken clouds
705,Cananea,30.95,-110.3,45.0,37.99,63,3,7.47,MX,clear sky
706,Haines Junction,60.7522,-137.5108,3.2,3.2,55,99,8.05,CA,overcast clouds
707,Penzance,50.1186,-5.5371,44.6,44.6,70,40,36.82,GB,scattered clouds
708,Severnyy,50.677,36.5532,23.0,23.0,86,90,13.42,RU,snow
